id,long,lat
12,131.54575171459908,71.05634912964598
22,86.32482776607786,73.13987359100534
41,21.105606573354724,69.90832340496299
49,86.8943934266453,69.90832340496299
60,158.89439342664528,69.90832340496299
65,-171.03669645502706,66.48981024509379
68,-162,64.6260204708312
81,-54,68.32213740025446
85,18.000000000000007,68.32213740025446
86,29.253613911465788,68.13244207623163
87,34.72112022706768,67.75700547356386
92,54,64.6260204708312
99,93.1056065733547,69.90832340496299
128,133.9229666723121,62.61720268018037
131,143.91557490000403,65.8852213357957
136,166.8269080740298,64.95265354411322
141,-169.9229666723121,62.61720268018037
172,-35.91557490000404,65.8852213357957
173,-18,62.81359336160486
184,31.03333147986966,66.3142814826434
193,62.44832521566649,64.55412378334077
194,67.06199412368682,65.29474755640541
195,71.91557490000405,65.88522133579569
213,155.1953065560439,63.21970347780903
218,-174.21867915101905,63.37988279340861
221,-162,61.00116625237852
228,-126.00000000000001,65.02715848251493
247,-6.530539592787312,61.46162561131814
251,11.195306556043915,63.21970347780903
252,18.000000000000007,65.02715848251492
253,24.804693443956094,63.21970347780903
262,66.21867915101906,63.37988279340861
263,70.72903945654343,64.00402214322202
270,113.78132084898094,63.37988279340861
293,-141.9333107663374,62.631239305823485
307,-74.3161109407346,62.11534502982725
324,33.93331076633741,62.63123930582347
326,39.24660780946437,60.220644900754756
329,54.00000000000001,59.18873914315216
331,61.4742492576801,60.80993263928322
336,87.72460034993777,63.358601287124145
353,166.2963713831768,61.657205145349934
363,-151.15273792877477,59.66498382440864
364,-144.20910434514457,58.90454890054958
366,-136.12176944815204,59.685027148694104
367,-130.2963713831768,61.65720514534995
370,-115.87823055184798,59.685027148694104
393,13.703628616823218,61.65720514534995
396,28.121769448152033,59.685027148694104
397,35.13464631727252,60.77229692050398
401,50.54036080619047,58.235766608420924
407,72.86535368272749,60.77229692050399
408,79.87823055184796,59.685027148694104
410,90,61.72243721458838
411,94.29637138317678,61.657205145349934
444,-103.98840317230734,58.438249850910836
465,11.897512270882036,59.92856160326416
466,15.960860404623109,60.05107775208465
472,47.27380991557361,57.19086999961206
474,54.00000000000001,55.56388492469949
497,156.46196782716333,56.62409680723172
530,-90,53.751457815473145
549,-8.640488045600188,54.2577550757737
557,23.53803217283666,56.62409680723172
559,29.527839873697786,57.89091207738344
568,57.00674783781452,52.79262603310994
601,126,50.126603597020456
606,138.11085757955254,52.942446822332776
615,169.06056534389347,54.76956324335592
621,-174.11085757955254,52.942446822332776
629,-133.06056534389347,54.76956324335592
630,-129.53947831108826,54.92560047199634
631,-126,54.977769743698914
644,-87.15431736179517,50.84324254535421
669,9.539664830445815,52.900563456815824
671,18,54.977769743698914
673,25.060565343893472,54.76956324335591
674,26.460335169554195,52.900563456815824
676,31.863184028545664,54.24411914991746
679,41.88914242044744,52.942446822332776
680,45.073712546631015,52.325689977307185
699,98.46033516955418,52.90056345681582
707,120.4430379919215,49.68148645819179
711,134.13852243406566,48.459436754900814
713,137.5710008147664,51.02396591654062
714,140.70114450985147,51.570742688348275
731,-131.092059715675,53.09892682206953
734,-119.47388519354453,51.2562014752847
736,-110.27015789464795,50.542416162017155
745,-81.47932523251713,50.39286848347058
759,-3.2988554901485134,51.57074268834827
760,2.2701578946479577,50.542416162017155
761,6.334327786455725,52.68822995409387
762,11.47388519354454,51.25620147528469
784,88.29997745549933,53.19851736349893
788,105.72984210535205,50.542416162017155
792,117.86147756593431,48.459436754900814
794,126,46.501749378567766
796,131.3611998005851,47.86651514946464
797,136.59606559884887,47.18240487661381
810,-126,51.446787708173034
811,-121.27334553186921,49.58218038170502
813,-113.30618343219061,50.85527692270423
814,-109.44378240020237,48.681567696919195
817,-100.59606559884885,47.18240487661381
818,-95.3611998005851,47.866515149464654
838,1.4437824002023714,48.681567696919195
839,5.3061834321906,50.85527692270424
842,18,51.44678770817302
846,30.693816567809403,50.85527692270423
863,86.72997807285603,51.39905072613075
868,106.55621759979763,48.681567696919195
873,123.3525651906852,47.212993089050634
886,-127.57759889351067,49.673723767250564
887,-122.95251504755751,47.88212248471105
888,-118.28060128620584,49.46511037964414
889,-115.30605725761815,49.27522117044704
890,-112.35790740877242,49.013567738811666
898,-87.43919405137767,45.397694840151985
899,-84.81786476885605,46.05107605452461
914,-4.5151663822057655,47.762834999510495
918,10.28060128620584,49.46511037964414
928,46.138383969141316,46.64682786179769
943,93.04748495244249,47.88212248471105
964,-117.17724957164356,47.66114134299039
965,-114.31506926099517,47.44668504581853
973,-87.5187768275853,43.582298837139774
975,-82.39226683947628,44.833248517021104
989,9.177249571643568,47.66114134299039
990,12.058854567986657,47.80653698000372
991,19.475739452099774,46.15914590370987
994,29.684930739004837,47.44668504581853
