id,long,lat,focal
1,126,73.6881560169629,False
2,126,71.87572890773657,False
3,132.10992175047093,72.86423062340467,False
4,79.08691199555338,72.87457997020516,False
5,81.93503991343218,74.64860503551348,False
6,90,74.79560530017588,False
7,100.91308800444664,72.87457997020516,False
8,105.83668183238136,74.21582193368376,False
9,113.14211921952501,73.65422410863411,False
10,119.89007824952907,72.86423062340467,False
11,126,70.06330179851022,False
12,131.54575171459908,71.05634912964598,True
13,137.61950447110866,71.87197017595868,False
14,144.16858685438157,72.4853093068424,False
15,-162,70.06330179851022,False
16,24.708701259753035,71.43142524511683,False
17,54,70.06330179851022,False
18,59.5457517145991,71.05634912964598,False
19,65.61950447110868,71.87197017595868,False
20,72.16858685438157,72.4853093068424,False
21,83.29129874024699,71.43142524511683,False
22,86.32482776607786,73.13987359100534,True
23,96.70870125975303,71.43142524511683,False
24,107.83141314561843,72.4853093068424,False
25,114.38049552889132,71.87197017595868,False
26,120.4542482854009,71.05634912964598,False
27,126,68.25087468928388,False
28,131.08000605580946,69.24694838850507,False
29,136.60337087677712,70.08275643933304,False
30,142.53437702576372,70.73737697617761,False
31,148.80035188207052,71.1918432248661,False
32,155.29129874024696,71.43142524511683,False
33,165.10560657335472,69.90832340496299,False
34,168.708701259753,71.43142524511683,False
35,175.19964811792946,71.1918432248661,False
36,-178.53437702576372,70.73737697617761,False
37,-172.60337087677712,70.08275643933304,False
38,-167.08000605580946,69.24694838850507,False
39,-162,68.25087468928388,False
40,-156.91999394419054,69.24694838850507,False
41,21.105606573354724,69.90832340496299,True
42,31.199648117929478,71.1918432248661,False
43,48.919993944190544,69.24694838850507,False
44,54,68.25087468928388,False
45,59.080006055809456,69.24694838850507,False
46,64.60337087677712,70.08275643933304,False
47,70.53437702576372,70.73737697617761,False
48,76.80035188207054,71.1918432248661,False
49,86.8943934266453,69.90832340496299,True
50,103.19964811792946,71.1918432248661,False
51,109.46562297423628,70.73737697617761,False
52,115.39662912322288,70.08275643933304,False
53,120.91999394419054,69.24694838850507,False
54,126,66.43844758005754,False
55,130.35630792897683,65.62494084119469,False
56,135.03669645502703,66.48981024509379,False
57,140.02320726229541,67.20531759483131,False
58,145.27887977293233,67.75700547356386,False
59,150.74638608853422,68.13244207623163,False
60,158.89439342664528,69.90832340496299,True
61,162,68.32213740025446,False
62,173.2536139114658,68.13244207623163,False
63,178.72112022706767,67.75700547356386,False
64,-176.02320726229541,67.20531759483131,False
65,-171.03669645502706,66.48981024509379,True
66,-166.35630792897683,65.62494084119469,False
67,-162,66.43844758005754,False
68,-162,64.6260204708312,True
69,-157.6436920710232,65.62494084119469,False
70,-152.96330354497294,66.48981024509379,False
71,-147.97679273770459,67.20531759483131,False
72,-94.35630792897682,65.62494084119469,False
73,-90,66.43844758005754,False
74,-90,64.62602047083121,False
75,-85.64369207102318,65.62494084119469,False
76,-80.96330354497296,66.48981024509379,False
77,-75.97679273770457,67.20531759483131,False
78,-70.72112022706769,67.75700547356386,False
79,-65.25361391146579,68.13244207623163,False
80,-57.10560657335473,69.90832340496299,False
81,-54,68.32213740025446,True
82,-18,64.6260204708312,False
83,-18,66.43844758005754,False
84,-13.643692071023178,65.62494084119469,False
85,18.000000000000007,68.32213740025446,True
86,29.253613911465788,68.13244207623163,True
87,34.72112022706768,67.75700547356386,True
88,39.97679273770459,67.20531759483131,False
89,44.96330354497296,66.48981024509379,False
90,49.64369207102318,65.62494084119469,False
91,54.00000000000001,66.43844758005754,False
92,54,64.6260204708312,True
93,58.35630792897683,65.62494084119469,False
94,63.03669645502705,66.48981024509379,False
95,68.02320726229543,67.20531759483131,False
96,73.27887977293231,67.75700547356386,False
97,78.74638608853421,68.13244207623163,False
98,90,68.32213740025446,False
99,93.1056065733547,69.90832340496299,True
100,101.25361391146579,68.13244207623163,False
101,106.72112022706769,67.75700547356386,False
102,111.97679273770457,67.20531759483131,False
103,116.96330354497294,66.48981024509379,False
104,121.64369207102317,65.62494084119469,False
105,126,64.6260204708312,False
106,156.34979729739743,68.3224481469151,False
107,167.65020270260257,68.3224481469151,False
108,-142.72112022706767,67.75700547356386,False
109,-137.2536139114658,68.13244207623163,False
110,-131.65020270260257,68.3224481469151,False
111,-126.00000000000001,68.32213740025446,False
112,-120.34979729739744,68.3224481469151,False
113,-114.74638608853421,68.13244207623163,False
114,-109.27887977293231,67.75700547356386,False
115,-104.02320726229543,67.20531759483131,False
116,-99.03669645502704,66.48981024509379,False
117,-59.65020270260258,68.3224481469151,False
118,-48.34979729739743,68.3224481469151,False
119,-42.74638608853421,68.13244207623163,False
120,-37.278879772932314,67.75700547356386,False
121,-8.963303544972952,66.48981024509379,False
122,12.349797297397444,68.3224481469151,False
123,23.650202702602574,68.3224481469151,False
124,84.34979729739744,68.3224481469151,False
125,95.65020270260256,68.3224481469151,False
126,126,62.81359336160486,False
127,130.10175116696044,63.67605858043981,False
128,133.9229666723121,62.61720268018037,True
129,134.4483252156665,64.55412378334077,False
130,139.06199412368682,65.29474755640543,False
131,143.91557490000403,65.8852213357957,True
132,148.96666852013036,66.3142814826434,False
133,157.1730919259702,64.95265354411322,False
134,159.42211514038877,66.65581371408803,False
135,164.57788485961123,66.65581371408803,False
136,166.8269080740298,64.95265354411322,True
137,175.03333147986964,66.3142814826434,False
138,-179.91557490000403,65.88522133579569,False
139,-175.06199412368682,65.29474755640541,False
140,-170.4483252156665,64.55412378334077,False
141,-169.9229666723121,62.61720268018037,True
142,-166.10175116696044,63.67605858043981,False
143,-162,62.81359336160486,False
144,-157.89824883303956,63.67605858043981,False
145,-154.0770333276879,62.61720268018037,False
146,-153.5516747843335,64.55412378334077,False
147,-148.93800587631318,65.29474755640541,False
148,-144.08442509999597,65.8852213357957,False
149,-139.03333147986967,66.3142814826434,False
150,-130.8269080740298,64.95265354411322,False
151,-128.57788485961126,66.65581371408803,False
152,-123.42211514038877,66.65581371408804,False
153,-121.17309192597021,64.95265354411322,False
154,-112.96666852013036,66.3142814826434,False
155,-107.91557490000405,65.8852213357957,False
156,-103.06199412368683,65.29474755640543,False
157,-98.4483252156665,64.55412378334077,False
158,-97.92296667231209,62.61720268018037,False
159,-94.10175116696045,63.676058580439815,False
160,-90,62.81359336160486,False
161,-85.89824883303957,63.676058580439815,False
162,-82.07703332768791,62.61720268018037,False
163,-81.5516747843335,64.55412378334077,False
164,-76.9380058763132,65.29474755640543,False
165,-72.08442509999595,65.8852213357957,False
166,-67.03333147986964,66.3142814826434,False
167,-58.82690807402981,64.95265354411322,False
168,-56.57788485961126,66.65581371408804,False
169,-51.42211514038876,66.65581371408804,False
170,-49.1730919259702,64.95265354411322,False
171,-40.96666852013035,66.3142814826434,False
172,-35.91557490000404,65.8852213357957,True
173,-18,62.81359336160486,True
174,-13.898248833039553,63.67605858043981,False
175,-10.077033327687902,62.61720268018037,False
176,-9.551674784333503,64.55412378334077,False
177,-4.938005876313182,65.29474755640541,False
178,-0.08442509999595875,65.88522133579569,False
179,4.966668520130347,66.3142814826434,False
180,13.173091925970201,64.95265354411322,False
181,15.422115140388764,66.65581371408803,False
182,20.577884859611256,66.65581371408803,False
183,22.82690807402981,64.95265354411322,False
184,31.03333147986966,66.3142814826434,True
185,36.084425099995975,65.8852213357957,False
186,40.9380058763132,65.29474755640541,False
187,45.5516747843335,64.55412378334077,False
188,46.077033327687914,62.61720268018036,False
189,49.89824883303957,63.67605858043981,False
190,54,62.81359336160486,False
191,58.10175116696045,63.67605858043981,False
192,61.92296667231209,62.61720268018037,False
193,62.44832521566649,64.55412378334077,True
194,67.06199412368682,65.29474755640541,True
195,71.91557490000405,65.88522133579569,True
196,76.96666852013034,66.3142814826434,False
197,85.17309192597021,64.95265354411322,False
198,87.42211514038875,66.65581371408803,False
199,92.57788485961125,66.65581371408803,False
200,94.82690807402979,64.95265354411322,False
201,103.03333147986966,66.3142814826434,False
202,108.08442509999595,65.88522133579569,False
203,112.93800587631318,65.29474755640541,False
204,117.5516747843335,64.55412378334077,False
205,118.0770333276879,62.61720268018037,False
206,121.89824883303956,63.67605858043981,False
207,126,61.00116625237852,False
208,129.85994327434537,61.86304621414531,False
209,137.4694604072127,61.46162561131814,False
210,138.21867915101905,63.379882793408626,False
211,142.72903945654343,64.00402214322202,False
212,147.42209185538275,64.47941851275284,False
213,155.1953065560439,63.21970347780903,True
214,162,65.02715848251492,False
215,168.8046934439561,63.21970347780903,False
216,176.57790814461725,64.47941851275284,False
217,-178.72903945654343,64.00402214322202,False
218,-174.21867915101905,63.37988279340861,True
219,-173.4694604072127,61.46162561131814,False
220,-165.8599432743454,61.86304621414531,False
221,-162,61.00116625237852,True
222,-158.1400567256546,61.86304621414531,False
223,-150.5305395927873,61.46162561131814,False
224,-149.78132084898095,63.379882793408626,False
225,-145.27096054345657,64.00402214322202,False
226,-140.57790814461725,64.47941851275284,False
227,-132.8046934439561,63.21970347780903,False
228,-126.00000000000001,65.02715848251493,True
229,-119.19530655604393,63.21970347780903,False
230,-111.42209185538273,64.47941851275284,False
231,-106.72903945654342,64.00402214322202,False
232,-102.21867915101906,63.379882793408626,False
233,-101.4694604072127,61.46162561131814,False
234,-93.8599432743454,61.86304621414532,False
235,-90,61.00116625237852,False
236,-86.1400567256546,61.86304621414531,False
237,-78.53053959278732,61.46162561131814,False
238,-77.78132084898094,63.379882793408626,False
239,-73.27096054345658,64.00402214322202,False
240,-68.57790814461727,64.47941851275284,False
241,-60.80469344395608,63.21970347780903,False
242,-54.00000000000001,65.02715848251493,False
243,-47.1953065560439,63.21970347780903,False
244,-39.42209185538273,64.47941851275284,False
245,-18,61.00116625237852,False
246,-14.140056725654599,61.86304621414531,False
247,-6.530539592787312,61.46162561131814,True
248,-5.7813208489809425,63.37988279340861,False
249,-1.2709605434565752,64.00402214322202,False
250,3.422091855382735,64.47941851275284,False
251,11.195306556043915,63.21970347780903,True
252,18.000000000000007,65.02715848251492,True
253,24.804693443956094,63.21970347780903,True
254,32.57790814461727,64.47941851275284,False
255,37.270960543456574,64.00402214322202,False
256,41.781320848980954,63.37988279340861,False
257,42.53053959278732,61.46162561131814,False
258,50.14005672565462,61.86304621414531,False
259,54.00000000000001,61.00116625237852,False
260,57.85994327434541,61.86304621414531,False
261,65.4694604072127,61.46162561131814,False
262,66.21867915101906,63.37988279340861,True
263,70.72903945654343,64.00402214322202,True
264,75.42209185538273,64.47941851275284,False
265,83.19530655604392,63.21970347780903,False
266,90,65.02715848251493,False
267,96.80469344395608,63.21970347780903,False
268,104.57790814461727,64.47941851275284,False
269,109.27096054345657,64.00402214322202,False
270,113.78132084898094,63.37988279340861,True
271,114.5305395927873,61.46162561131814,False
272,122.14005672565459,61.8630462141453,False
273,126,59.18873914315216,False
274,129.64758044480092,60.04959028183788,False
275,133.47424925768007,60.809932639283204,False
276,140.75339219053564,60.220644900754756,False
277,141.6838890592654,62.115345029827246,False
278,146.0666892336626,62.631239305823485,False
279,153.44267579936943,61.462410066121734,False
280,159.72460034993776,63.35860128712416,False
281,164.27539965006224,63.358601287124145,False
282,170.55732420063057,61.462410066121734,False
283,177.9333107663374,62.63123930582347,False
284,-177.6838890592654,62.115345029827246,False
285,-176.75339219053564,60.220644900754756,False
286,-169.47424925768007,60.809932639283204,False
287,-165.64758044480092,60.04959028183788,False
288,-162,59.18873914315216,False
289,-158.35241955519908,60.04959028183788,False
290,-154.52575074231993,60.80993263928322,False
291,-147.24660780946436,60.22064490075476,False
292,-146.3161109407346,62.11534502982725,False
293,-141.9333107663374,62.631239305823485,True
294,-134.5573242006306,61.462410066121734,False
295,-128.27539965006224,63.35860128712416,False
296,-123.72460034993779,63.358601287124145,False
297,-117.44267579936944,61.462410066121734,False
298,-110.06668923366261,62.631239305823485,False
299,-105.68388905926541,62.11534502982725,False
300,-104.75339219053564,60.22064490075476,False
301,-97.47424925768009,60.80993263928322,False
302,-93.64758044480092,60.049590281837894,False
303,-90,59.18873914315216,False
304,-86.35241955519908,60.049590281837894,False
305,-82.52575074231991,60.80993263928322,False
306,-75.24660780946438,60.22064490075476,False
307,-74.3161109407346,62.11534502982725,True
308,-69.9333107663374,62.63123930582347,False
309,-62.55732420063058,61.462410066121734,False
310,-56.27539965006224,63.358601287124145,False
311,-51.724600349937766,63.35860128712416,False
312,-45.442675799369425,61.462410066121734,False
313,-38.06668923366261,62.631239305823485,False
314,-18,59.18873914315216,False
315,-14.35241955519907,60.04959028183788,False
316,-10.525750742319916,60.809932639283204,False
317,-3.246607809464368,60.220644900754756,False
318,-2.316110940734592,62.115345029827246,False
319,2.0666892336626055,62.63123930582347,False
320,9.442675799369425,61.462410066121734,False
321,15.724600349937772,63.358601287124145,False
322,20.275399650062234,63.358601287124145,False
323,26.557324200630582,61.46241006612173,False
324,33.93331076633741,62.63123930582347,True
325,38.3161109407346,62.115345029827246,False
326,39.24660780946437,60.220644900754756,True
327,46.52575074231992,60.809932639283204,False
328,50.352419555199084,60.04959028183788,False
329,54.00000000000001,59.18873914315216,True
330,57.64758044480093,60.04959028183789,False
331,61.4742492576801,60.80993263928322,True
332,68.75339219053564,60.220644900754756,False
333,69.68388905926541,62.115345029827246,False
334,74.0666892336626,62.63123930582347,False
335,81.44267579936943,61.462410066121734,False
336,87.72460034993777,63.358601287124145,True
337,92.27539965006223,63.358601287124145,False
338,98.55732420063057,61.462410066121734,False
339,105.9333107663374,62.63123930582347,False
340,110.3161109407346,62.11534502982725,False
341,111.24660780946436,60.220644900754756,False
342,118.52575074231993,60.809932639283204,False
343,122.35241955519908,60.04959028183788,False
344,126,57.37631203392583,False
345,129.45963919380952,58.235766608420924,False
346,133.07820754186378,59.00106702506716,False
347,136.84726207122523,59.66498382440864,False
348,143.7908956548554,58.90454890054958,False
349,144.8653536827275,60.77229692050399,False
350,151.87823055184796,59.685027148694104,False
351,157.7036286168232,61.65720514534995,False
352,162,61.72243721458838,False
353,166.2963713831768,61.657205145349934,True
354,172.12176944815204,59.685027148694104,False
355,179.1346463172725,60.77229692050399,False
356,-179.79089565485543,58.90454890054957,False
357,-172.84726207122523,59.66498382440863,False
358,-169.07820754186378,59.00106702506716,False
359,-165.45963919380955,58.235766608420924,False
360,-162,57.37631203392583,False
361,-158.54036080619045,58.23576660842093,False
362,-154.92179245813622,59.00106702506716,False
